,bhattacharyya,bhattacharyyaAngle,count,hellingerDistance,iso,kullbackLeiblerDivergence,labelAspect,labelData
50,1.34248360358642,1.30653515969311,45889,0.3875362793886134,AFG,0.5139358005711644,number of versions,residential roads
51,1.7408048206158775,1.3945054071407368,10390,0.04477440157110581,AFG,0.007995650964086644,timespan between versions,residential roads
52,1.30014423162384,1.2948137232070787,54358,0.4880299538232572,AFG,0.8040460600203114,tag value length,residential roads
53,1.9718087146194248,1.4311379290053106,45889,0.16454151847074575,AFG,0.10106010350442671,number of nodes,residential roads
54,1.8050797106529344,1.405584429448513,249545,0.022684426298956936,AFG,0.0020514373682693878,distance between nodes,residential roads
55,1.7734006108859541,1.4002155387280844,45891,0.022603057187867166,AFG,0.0020302083122710405,length,residential roads
56,1.3650197490867388,1.3125601285969357,14070,0.36797669919776016,AFG,0.4597870920072728,number of versions,tracks
57,1.667725087106316,1.3809827749714008,3589,0.1017724217072266,AFG,0.04071636821034158,timespan between versions,tracks
58,2.4170854246817135,1.4814965236393194,25209,0.5245933560888935,AFG,1.0827019120638197,tag value length,tracks
59,1.8126641708941325,1.4068440835852616,14070,0.0239669168154941,AFG,0.0023154054143439094,number of nodes,tracks
60,1.7429812631683193,1.3948926840865763,357892,0.07225727048194099,AFG,0.020665428406757176,distance between nodes,tracks
61,1.7907096947209888,1.4031707074612365,14071,0.008736483648673448,AFG,0.000303876744636533,length,tracks
62,1.3649020827974632,1.312529046996179,11813,0.3585232397940095,AFG,0.4505458669959131,number of versions,waterways
63,1.8130179408336133,1.4069025996741324,4889,0.027000344061300623,AFG,0.002971490120007386,timespan between versions,waterways
64,2.25870540706812,1.466119606961208,23655,0.3629709199914094,AFG,0.5485405324810826,tag value length,waterways
65,1.7876235827452487,1.4026476659463387,11813,0.05552291591621536,AFG,0.01274635757450301,number of nodes,waterways
66,1.7660620485983756,1.3989466475430303,671495,0.02244758467257476,AFG,0.002010167362115202,distance between nodes,waterways
67,1.7814051875013053,1.4015886996051647,14482,0.01702030212014155,AFG,0.0011590703927718004,length,waterways
68,1.549879409699812,1.3568953597480276,1948,0.20257777451794676,AFG,0.1480550892321465,number of versions,rivers
69,1.820373212143768,1.4081144096669496,3091,0.029988401839612565,AFG,0.003617303087706817,timespan between versions,rivers
70,2.072139003423863,1.4445450409536364,5890,0.29513939679099027,AFG,0.39889631517616086,tag value length,rivers
71,1.7667488888034464,1.399065814474128,1948,0.04543022475366161,AFG,0.008226159059460445,number of nodes,rivers
72,1.7944579741578948,1.403803745758285,200199,0.004054092346559949,AFG,6.563460962393528e-05,distance between nodes,rivers
73,1.770201197386076,1.3996635156126687,4562,0.039408368943548856,AFG,0.006181238395286521,length,rivers
74,1.2730524499033202,1.2870275255048202,1170,0.45972505498600436,AFG,0.7381954360426153,number of versions,water bodies
75,1.8369229237269744,1.410807807958641,244,0.04645366277913108,AFG,0.008778468450236531,timespan between versions,water bodies
76,2.3880364066863433,1.4788570730252562,1710,0.5706257899011056,AFG,1.4665231277431425,tag value length,water bodies
77,1.7275388204714717,1.392125948009575,1170,0.211420690805987,AFG,0.17460746878667346,number of nodes,water bodies
78,1.7207996075105767,1.3909046263880922,69153,0.056393943176186984,AFG,0.012612654827199034,distance between nodes,water bodies
79,1.8332999465300561,1.4102220884847843,1170,0.033313004625049956,AFG,0.004433252248688954,area,water bodies
80,1.760322307341638,1.3979474975640798,42,0.15696531918574425,AFG,0.10157479697603258,street numbers,all buildings
81,1.8189415218651503,1.4078792500390507,86,0.22105649590155227,AFG,0.1523966451745527,levels,all buildings
82,1.683443776338056,1.383978283055061,10,0.3522214692977175,AFG,0.2785491665983927,population,towns
83,2.209445521290363,1.4608132377684306,501,0.43562093988647077,AFG,0.6608613109896362,elevation,peaks
84,1.6896241495368391,1.385142780262962,134266,0.19454333813486516,AFG,0.13980350338221004,bearing,ways
85,2.222816841947472,1.4622798691403014,134266,0.23698811399969025,AFG,0.219722082449699,bearing normalized,ways
86,1.688229513949538,1.3848806556932913,117982,0.18997811797273406,AFG,0.13285696038792935,bearing,roads
87,2.2129902071102205,1.4612039714835248,117982,0.23270373109018724,AFG,0.2117077671311907,bearing normalized,roads
88,1.6575680144101825,1.379021017072822,950,0.21324929164258774,AFG,0.15456999915785197,bearing,primary roads
89,2.2115201938632865,1.4610421007957972,950,0.23486964152180517,AFG,0.19746615740522622,bearing normalized,primary roads
90,1.6740777715607729,1.3821992835491914,2281,0.19452175000291494,AFG,0.13976755861208798,bearing,secondary roads
91,2.2251020946377515,1.4625285470690732,2281,0.23660104118235392,AFG,0.21436658302429543,bearing normalized,secondary roads
92,1.6780562060117044,1.3829570657274188,14190,0.19386334128338217,AFG,0.13956720024743025,bearing,tertiary roads
93,2.226785527387771,1.4627113683576496,14190,0.2402123922502877,AFG,0.22882949370924402,bearing normalized,tertiary roads
94,1.702555274758249,1.3875552775964926,45812,0.2013154055516158,AFG,0.14806496323824855,bearing,residential roads
95,2.227154945582918,1.4627514456342519,45812,0.24865982784682636,AFG,0.24320159929474094,bearing normalized,residential roads
96,1.6617685310246884,1.3798348206987967,14060,0.18037939373388645,AFG,0.1205370640173366,bearing,tracks
97,2.184612341002051,1.4580361788038942,14060,0.21635903354671746,AFG,0.18247908199436103,bearing normalized,tracks
98,1.7059077873935289,1.3881754889806341,11519,0.24499528447981314,AFG,0.2278393043916482,bearing,waterways
99,2.3163841607222784,1.4720061444242627,11519,0.2849508059369796,AFG,0.32336584919193284,bearing normalized,waterways
